frame_time,left_hip,left_knee,left_ankle,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,right_shoulder,right_elbow,right_wrist
14:42:31.308851,"[0.5211597681045532, 0.39664870500564575]","[0.5271670818328857, 0.6275725960731506]","[0.5419860482215881, 0.87227863073349]","[0.547042191028595, 0.07190755009651184]","[0.45725077390670776, 0.1154862493276596]","[0.36656421422958374, 0.1294853687286377]","[0.5058345198631287, 0.3935179114341736]","[0.5147476196289062, 0.6163865923881531]","[0.5248652100563049, 0.8197602033615112]","[0.5392932295799255, 0.11949315667152405]","[0.4384795129299164, 0.14724068343639374]","[0.3637624979019165, 0.15992502868175507]"
14:42:31.368015,"[0.5219195485115051, 0.3963974118232727]","[0.5250862836837769, 0.6271070241928101]","[0.5417405962944031, 0.872076153755188]","[0.5477728247642517, 0.07045882195234299]","[0.4589461386203766, 0.11485093086957932]","[0.36759641766548157, 0.1294877678155899]","[0.5072071552276611, 0.3933892846107483]","[0.513023316860199, 0.610664427280426]","[0.5246558785438538, 0.813153862953186]","[0.5406937003135681, 0.11838410794734955]","[0.43957650661468506, 0.14722374081611633]","[0.3649689853191376, 0.15999452769756317]"
14:42:31.427304,"[0.5221831798553467, 0.3964146673679352]","[0.5197544693946838, 0.6271969079971313]","[0.5412417650222778, 0.8705213069915771]","[0.5487865805625916, 0.06590240448713303]","[0.4586823880672455, 0.11469466239213943]","[0.3684709668159485, 0.12981390953063965]","[0.5093064904212952, 0.39275386929512024]","[0.5082957148551941, 0.6062318086624146]","[0.5246921181678772, 0.8106443881988525]","[0.5436289310455322, 0.11721871048212051]","[0.44060760736465454, 0.14678634703159332]","[0.3660373091697693, 0.1600043922662735]"
14:42:31.487616,"[0.5225274562835693, 0.4018478989601135]","[0.5171172022819519, 0.6335346698760986]","[0.5411502122879028, 0.8705234527587891]","[0.5507045984268188, 0.06643644720315933]","[0.4608024060726166, 0.11440438777208328]","[0.3691571354866028, 0.13288041949272156]","[0.5097874402999878, 0.3963974416255951]","[0.5044892430305481, 0.6062707901000977]","[0.5245528221130371, 0.8091408610343933]","[0.5432078838348389, 0.11806096136569977]","[0.4608016014099121, 0.18015259504318237]","[0.38429367542266846, 0.27051809430122375]"
14:42:31.545825,"[0.5225570201873779, 0.40221869945526123]","[0.5146569609642029, 0.6379610300064087]","[0.5411060452461243, 0.8708330392837524]","[0.5513274669647217, 0.06618064641952515]","[0.4614750146865845, 0.11501603573560715]","[0.3692712187767029, 0.13646668195724487]","[0.5114372968673706, 0.3963308036327362]","[0.5021084547042847, 0.6064479947090149]","[0.5242394804954529, 0.8089756369590759]","[0.5437052845954895, 0.11657213419675827]","[0.467943400144577, 0.1870434582233429]","[0.39275556802749634, 0.2881458103656769]"
14:42:31.605178,"[0.5241596102714539, 0.41539788246154785]","[0.5128045082092285, 0.6439568400382996]","[0.5410707592964172, 0.8715586066246033]","[0.5518724918365479, 0.06946801394224167]","[0.4623081386089325, 0.11553477495908737]","[0.3692890405654907, 0.14345203340053558]","[0.512567400932312, 0.40376535058021545]","[0.5005614757537842, 0.6116206645965576]","[0.5242592096328735, 0.8120777010917664]","[0.54408860206604, 0.11645299941301346]","[0.46170127391815186, 0.1795005351305008]","[0.3797105848789215, 0.19904586672782898]"
14:42:31.664614,"[0.5316241979598999, 0.417938232421875]","[0.5076706409454346, 0.6443420052528381]","[0.5409037470817566, 0.871898889541626]","[0.5527493953704834, 0.06991767138242722]","[0.4619868993759155, 0.11794999986886978]","[0.36545759439468384, 0.1453375667333603]","[0.5184008479118347, 0.40639638900756836]","[0.49975651502609253, 0.6119996309280396]","[0.5246468782424927, 0.8133628964424133]","[0.543481171131134, 0.11686032265424728]","[0.4469662010669708, 0.15585395693778992]","[0.36489975452423096, 0.17341911792755127]"
14:42:31.723148,"[0.5418678522109985, 0.4349891245365143]","[0.500729501247406, 0.644112765789032]","[0.5400879383087158, 0.8717583417892456]","[0.5540145039558411, 0.08329237997531891]","[0.45877015590667725, 0.12816204130649567]","[0.3619471788406372, 0.15049031376838684]","[0.523906409740448, 0.42018967866897583]","[0.49792635440826416, 0.6177555918693542]","[0.5246829986572266, 0.8143261671066284]","[0.5419883131980896, 0.12931258976459503]","[0.44224822521209717, 0.15498733520507812]","[0.3570181131362915, 0.17253704369068146]"
14:42:31.783109,"[0.5471909642219543, 0.4528217911720276]","[0.49268612265586853, 0.6452118754386902]","[0.5387585163116455, 0.8731061816215515]","[0.5515841841697693, 0.1046721339225769]","[0.4516502320766449, 0.15481682121753693]","[0.35283026099205017, 0.16718418896198273]","[0.5301649570465088, 0.4333696961402893]","[0.49325835704803467, 0.6222731471061707]","[0.5226362347602844, 0.814330518245697]","[0.5333926677703857, 0.12716324627399445]","[0.460696816444397, 0.1977808177471161]","[0.3990514576435089, 0.2445121705532074]"
14:42:31.842136,"[0.5525405406951904, 0.48804643750190735]","[0.48141375184059143, 0.6529165506362915]","[0.5374627709388733, 0.8748821020126343]","[0.5419016480445862, 0.1425684541463852]","[0.4429904818534851, 0.18741261959075928]","[0.34554916620254517, 0.19065481424331665]","[0.5368711352348328, 0.46140843629837036]","[0.48612672090530396, 0.6214696168899536]","[0.521382749080658, 0.809809148311615]","[0.5296563506126404, 0.14409631490707397]","[0.4688982665538788, 0.2465285062789917]","[0.4060747027397156, 0.30938488245010376]"
14:42:31.901021,"[0.558803915977478, 0.5172901749610901]","[0.4729507565498352, 0.6689457297325134]","[0.5375112891197205, 0.8768489360809326]","[0.5368775129318237, 0.17816177010536194]","[0.436142235994339, 0.21803894639015198]","[0.3440822660923004, 0.2293747216463089]","[0.5365721583366394, 0.49501049518585205]","[0.4757941663265228, 0.6363052129745483]","[0.5213655233383179, 0.8098442554473877]","[0.5240489840507507, 0.18201377987861633]","[0.5098637342453003, 0.27190640568733215]","[0.4688287675380707, 0.33208516240119934]"
14:42:31.960475,"[0.5605788826942444, 0.5475523471832275]","[0.4613681435585022, 0.6802310347557068]","[0.5368363857269287, 0.87784743309021]","[0.5219507813453674, 0.22593724727630615]","[0.4199918210506439, 0.25449883937835693]","[0.33079180121421814, 0.25648024678230286]","[0.5414560437202454, 0.5272132754325867]","[0.46502748131752014, 0.6476918458938599]","[0.5216212272644043, 0.8130714297294617]","[0.525388777256012, 0.22282268106937408]","[0.5435028076171875, 0.32908493280410767]","[0.5174061059951782, 0.402454137802124]"
14:42:32.018944,"[0.563734769821167, 0.5902031064033508]","[0.45585548877716064, 0.6935486793518066]","[0.536206841468811, 0.8815603852272034]","[0.5173017978668213, 0.2680794298648834]","[0.41970881819725037, 0.29466569423675537]","[0.3266703486442566, 0.28857797384262085]","[0.548836886882782, 0.5681512951850891]","[0.4614117443561554, 0.6436688899993896]","[0.5188405513763428, 0.8055837750434875]","[0.5261886119842529, 0.2630693018436432]","[0.5395424962043762, 0.3576469421386719]","[0.5169832110404968, 0.4496365189552307]"
14:42:32.077679,"[0.5662664771080017, 0.6173288226127625]","[0.454435795545578, 0.6999439001083374]","[0.536225438117981, 0.8837647438049316]","[0.514454185962677, 0.3102460503578186]","[0.4099782705307007, 0.32784637808799744]","[0.3201684355735779, 0.3314542770385742]","[0.555942714214325, 0.5951393842697144]","[0.46325063705444336, 0.6482455134391785]","[0.5213974118232727, 0.8058390617370605]","[0.5271281599998474, 0.3045153319835663]","[0.5193741321563721, 0.34003859758377075]","[0.48955729603767395, 0.3656066954135895]"
14:42:32.138732,"[0.5718434453010559, 0.6476598978042603]","[0.4505339562892914, 0.7015564441680908]","[0.5355142951011658, 0.8851359486579895]","[0.5110800266265869, 0.3423283100128174]","[0.4070040285587311, 0.36390647292137146]","[0.3130442798137665, 0.3557843863964081]","[0.561305582523346, 0.6215096116065979]","[0.45958852767944336, 0.6474714279174805]","[0.5222269296646118, 0.8099856376647949]","[0.5295768976211548, 0.33189505338668823]","[0.5161842107772827, 0.39678722620010376]","[0.4716201722621918, 0.4059114158153534]"
14:42:32.199225,"[0.574476957321167, 0.6665810346603394]","[0.4483955204486847, 0.7045342326164246]","[0.531055748462677, 0.8846781253814697]","[0.5103477835655212, 0.3674386143684387]","[0.4061693847179413, 0.3923601508140564]","[0.31136247515678406, 0.3942677974700928]","[0.5679009556770325, 0.641106367111206]","[0.4606962502002716, 0.6554194092750549]","[0.5233958959579468, 0.8095787763595581]","[0.5297940373420715, 0.35431432723999023]","[0.49679937958717346, 0.3865119516849518]","[0.425814151763916, 0.3922670781612396]"
14:42:32.258534,"[0.5732714533805847, 0.6802621483802795]","[0.4493543207645416, 0.7079101800918579]","[0.5303961038589478, 0.8844716548919678]","[0.5109574794769287, 0.3885892927646637]","[0.4067971110343933, 0.412423700094223]","[0.31194883584976196, 0.420272558927536]","[0.5634744763374329, 0.6474609971046448]","[0.45701900124549866, 0.6621692180633545]","[0.5259671807289124, 0.8018823266029358]","[0.525715708732605, 0.3731333613395691]","[0.4982248842716217, 0.44297710061073303]","[0.43692243099212646, 0.5042642951011658]"
14:42:32.318054,"[0.573440432548523, 0.6929627656936646]","[0.4502718150615692, 0.7102128267288208]","[0.5308170914649963, 0.8846201300621033]","[0.5102506279945374, 0.4086790680885315]","[0.4062608778476715, 0.43044447898864746]","[0.3166310489177704, 0.4384930431842804]","[0.566672682762146, 0.6575784087181091]","[0.4581007957458496, 0.6676288843154907]","[0.5297577381134033, 0.8019066452980042]","[0.5266181826591492, 0.3863801062107086]","[0.498322457075119, 0.4451126754283905]","[0.43717291951179504, 0.4910103678703308]"
14:42:32.375845,"[0.5728236436843872, 0.7036386132240295]","[0.4496913254261017, 0.7139472365379333]","[0.5310328006744385, 0.886547863483429]","[0.5084847807884216, 0.41510552167892456]","[0.40939459204673767, 0.4439728856086731]","[0.32527753710746765, 0.4527095854282379]","[0.5685001015663147, 0.6647231578826904]","[0.45836299657821655, 0.6667935848236084]","[0.5304254293441772, 0.8000484108924866]","[0.5289014577865601, 0.39522242546081543]","[0.5217103362083435, 0.4655928611755371]","[0.47581449151039124, 0.5172613263130188]"
14:42:32.434301,"[0.5742289423942566, 0.7054187655448914]","[0.44980669021606445, 0.7121308445930481]","[0.5307905077934265, 0.8863993287086487]","[0.5096215009689331, 0.4153040051460266]","[0.4111596643924713, 0.4563063681125641]","[0.3248958885669708, 0.4623616933822632]","[0.5682141780853271, 0.6684995293617249]","[0.4568122327327728, 0.6747823357582092]","[0.5300219058990479, 0.7997810244560242]","[0.5267971754074097, 0.3999229073524475]","[0.49415692687034607, 0.4428994059562683]","[0.4474024772644043, 0.4779697060585022]"
14:42:32.493165,"[0.5739015936851501, 0.7099265456199646]","[0.44894129037857056, 0.7097598910331726]","[0.5305943489074707, 0.8855573534965515]","[0.5089755654335022, 0.42097237706184387]","[0.4106815755367279, 0.4590343236923218]","[0.32151728868484497, 0.4657958745956421]","[0.5697716474533081, 0.6735034584999084]","[0.4574844539165497, 0.6784495711326599]","[0.5314169526100159, 0.7996600270271301]","[0.526311993598938, 0.40624821186065674]","[0.5125167965888977, 0.48818352818489075]","[0.49383020401000977, 0.5763322114944458]"
14:42:32.552561,"[0.5737851858139038, 0.7154121994972229]","[0.44747236371040344, 0.7095898389816284]","[0.5306689739227295, 0.8854267597198486]","[0.5083615779876709, 0.42548853158950806]","[0.4096156060695648, 0.4630134105682373]","[0.3218317925930023, 0.4671540856361389]","[0.5683596730232239, 0.6767659783363342]","[0.4562908113002777, 0.6762571334838867]","[0.5334307551383972, 0.7970499992370605]","[0.5243740677833557, 0.4091182053089142]","[0.5063585638999939, 0.4749445617198944]","[0.4827185273170471, 0.5364083647727966]"
14:42:32.612482,"[0.5731356739997864, 0.7188668251037598]","[0.44711413979530334, 0.710027277469635]","[0.5305556654930115, 0.8852514028549194]","[0.5051278471946716, 0.4262661039829254]","[0.40741267800331116, 0.4658880829811096]","[0.32179129123687744, 0.46647560596466064]","[0.5675395727157593, 0.6766166687011719]","[0.45635923743247986, 0.6746057868003845]","[0.5335343480110168, 0.7971581816673279]","[0.5248709321022034, 0.4057004153728485]","[0.519120991230011, 0.4744180142879486]","[0.49310433864593506, 0.5437798500061035]"
14:42:32.671754,"[0.5727068185806274, 0.7161340117454529]","[0.4473193883895874, 0.7107567191123962]","[0.5300229787826538, 0.8843598961830139]","[0.4992806315422058, 0.4287939667701721]","[0.406212717294693, 0.46418026089668274]","[0.32215166091918945, 0.4641302227973938]","[0.5672466158866882, 0.6782051920890808]","[0.4570172131061554, 0.6768681406974792]","[0.5332576036453247, 0.7996817827224731]","[0.525323748588562, 0.40674421191215515]","[0.5163511633872986, 0.46397900581359863]","[0.48100772500038147, 0.5146517753601074]"
14:42:32.730489,"[0.5727150440216064, 0.7129071950912476]","[0.44710487127304077, 0.7122133374214172]","[0.5300878882408142, 0.885469913482666]","[0.49526411294937134, 0.42517367005348206]","[0.40484148263931274, 0.46390247344970703]","[0.3214668929576874, 0.46563971042633057]","[0.5681408047676086, 0.6731615662574768]","[0.457076758146286, 0.6764143705368042]","[0.5336807370185852, 0.7998220324516296]","[0.5264260768890381, 0.40228861570358276]","[0.5304237604141235, 0.4565567970275879]","[0.4955539107322693, 0.513530969619751]"
14:42:32.790350,"[0.5719090104103088, 0.7097789645195007]","[0.4464884102344513, 0.7126350402832031]","[0.5300759673118591, 0.8853458166122437]","[0.49143263697624207, 0.4241664707660675]","[0.4053085446357727, 0.45862650871276855]","[0.3223572373390198, 0.4608321785926819]","[0.5687933564186096, 0.6698726415634155]","[0.4573874771595001, 0.6777234673500061]","[0.5337104201316833, 0.8011270761489868]","[0.5302969217300415, 0.3990629315376282]","[0.5389609932899475, 0.4513217806816101]","[0.4947805404663086, 0.45253199338912964]"
14:42:32.848962,"[0.5717812180519104, 0.7040188908576965]","[0.4455297291278839, 0.713244616985321]","[0.5299682021141052, 0.8852744102478027]","[0.49394476413726807, 0.41512399911880493]","[0.403848797082901, 0.4509233236312866]","[0.31632426381111145, 0.4543613791465759]","[0.5686348080635071, 0.6660248637199402]","[0.4556054472923279, 0.6781082153320312]","[0.531885027885437, 0.8061325550079346]","[0.5281714797019958, 0.39367735385894775]","[0.5242772102355957, 0.44959545135498047]","[0.4810508191585541, 0.46074050664901733]"
14:42:32.907222,"[0.5716593861579895, 0.7002723813056946]","[0.44551771879196167, 0.7133597135543823]","[0.5299708247184753, 0.8852172493934631]","[0.4954789876937866, 0.40775173902511597]","[0.4044871926307678, 0.43598201870918274]","[0.31662943959236145, 0.45028814673423767]","[0.5681638717651367, 0.6645365953445435]","[0.45524293184280396, 0.6774232387542725]","[0.5293656587600708, 0.8078468441963196]","[0.5270529389381409, 0.3884374797344208]","[0.5237097144126892, 0.4682391285896301]","[0.48754602670669556, 0.5571403503417969]"
14:42:32.966095,"[0.571579098701477, 0.674965500831604]","[0.444927841424942, 0.7136090993881226]","[0.5299834609031677, 0.8851305246353149]","[0.4946691691875458, 0.38466382026672363]","[0.3982354998588562, 0.4080878794193268]","[0.3066592216491699, 0.42792177200317383]","[0.5677520632743835, 0.6424985527992249]","[0.45540305972099304, 0.6733064651489258]","[0.5281832218170166, 0.8083036541938782]","[0.5247403383255005, 0.3634842336177826]","[0.5228537917137146, 0.42207929491996765]","[0.4930051863193512, 0.48346301913261414]"
14:42:33.024825,"[0.569822371006012, 0.6526108980178833]","[0.44456809759140015, 0.7133831977844238]","[0.5301474928855896, 0.8835212588310242]","[0.49554938077926636, 0.3507162928581238]","[0.3988887667655945, 0.3815201222896576]","[0.30978959798812866, 0.3914654850959778]","[0.5624956488609314, 0.6272401213645935]","[0.45392704010009766, 0.66841721534729]","[0.5274001359939575, 0.8134336471557617]","[0.5248961448669434, 0.33282604813575745]","[0.4958808124065399, 0.36035752296447754]","[0.42272093892097473, 0.3557336926460266]"
14:42:33.084181,"[0.5660445094108582, 0.6309539079666138]","[0.44387590885162354, 0.7099807858467102]","[0.5302799940109253, 0.8796643614768982]","[0.4889473021030426, 0.32493194937705994]","[0.3986416161060333, 0.3486156463623047]","[0.3079157769680023, 0.35799458622932434]","[0.5613394379615784, 0.6083835959434509]","[0.4538961946964264, 0.6654740571975708]","[0.5263648629188538, 0.8136330246925354]","[0.5303804278373718, 0.3046025037765503]","[0.550993800163269, 0.3861366808414459]","[0.5130059123039246, 0.4086611866950989]"
14:42:33.143943,"[0.5637483596801758, 0.5969570875167847]","[0.443976491689682, 0.7049931287765503]","[0.533329427242279, 0.882378876209259]","[0.4903106987476349, 0.2909679412841797]","[0.3991710841655731, 0.3206610679626465]","[0.30960360169410706, 0.3190195858478546]","[0.5573092699050903, 0.5765076875686646]","[0.4540491998195648, 0.6625580191612244]","[0.5235012769699097, 0.8135114312171936]","[0.5301920771598816, 0.27171704173088074]","[0.5216593742370605, 0.31832095980644226]","[0.4646683931350708, 0.3326270282268524]"
14:42:33.202774,"[0.5625001192092896, 0.5651446580886841]","[0.44604185223579407, 0.7003142237663269]","[0.5332460999488831, 0.8818602561950684]","[0.4904845356941223, 0.25364211201667786]","[0.39975064992904663, 0.2858249545097351]","[0.3105522394180298, 0.2901149094104767]","[0.5519261956214905, 0.543507993221283]","[0.45409882068634033, 0.6574305891990662]","[0.5207183957099915, 0.8126943111419678]","[0.5278591513633728, 0.237222820520401]","[0.5439056158065796, 0.32480040192604065]","[0.5242244601249695, 0.38666170835494995]"
14:42:33.261986,"[0.5584286451339722, 0.5342837572097778]","[0.4513230621814728, 0.6942286491394043]","[0.533208429813385, 0.8802752494812012]","[0.49132001399993896, 0.21137796342372894]","[0.4056839048862457, 0.24543717503547668]","[0.31763753294944763, 0.25365927815437317]","[0.5479815006256104, 0.5152189135551453]","[0.4588199555873871, 0.6538172364234924]","[0.521398663520813, 0.8130923509597778]","[0.5319336652755737, 0.2096944898366928]","[0.5481430292129517, 0.32766982913017273]","[0.5475086569786072, 0.40508314967155457]"
14:42:33.320597,"[0.5524270534515381, 0.5089696645736694]","[0.46154358983039856, 0.680270254611969]","[0.5347498059272766, 0.8845403790473938]","[0.49204322695732117, 0.17322786152362823]","[0.40772944688796997, 0.20753280818462372]","[0.3189712464809418, 0.21408326923847198]","[0.5479603409767151, 0.490316778421402]","[0.47414636611938477, 0.6435825228691101]","[0.521443247795105, 0.8170832395553589]","[0.5370444059371948, 0.17612405121326447]","[0.5555658936500549, 0.29557323455810547]","[0.5530542731285095, 0.38532814383506775]"
14:42:33.379329,"[0.5530980825424194, 0.4807989001274109]","[0.47434231638908386, 0.6674225330352783]","[0.5361775755882263, 0.8851306438446045]","[0.514299213886261, 0.13833419978618622]","[0.4181056022644043, 0.1709444522857666]","[0.3276256322860718, 0.17632126808166504]","[0.5381225943565369, 0.4687790274620056]","[0.4780244529247284, 0.6355792284011841]","[0.5218623876571655, 0.818268358707428]","[0.5227582454681396, 0.15243229269981384]","[0.546195387840271, 0.26446330547332764]","[0.5300588607788086, 0.3568325936794281]"
14:42:33.440728,"[0.5479824542999268, 0.45628535747528076]","[0.48216086626052856, 0.654547929763794]","[0.5359525680541992, 0.8857152462005615]","[0.520396888256073, 0.11025676876306534]","[0.4183136522769928, 0.14237567782402039]","[0.32786884903907776, 0.14146623015403748]","[0.528061032295227, 0.44407179951667786]","[0.4805357754230499, 0.6265314817428589]","[0.5208399891853333, 0.8148083686828613]","[0.5189772248268127, 0.12523174285888672]","[0.5404617786407471, 0.22165270149707794]","[0.5250644683837891, 0.3294919431209564]"
14:42:33.500017,"[0.541526734828949, 0.4340800940990448]","[0.493531733751297, 0.6409685015678406]","[0.5370226502418518, 0.8864957690238953]","[0.5179320573806763, 0.07970793545246124]","[0.41831979155540466, 0.10361600667238235]","[0.3318866193294525, 0.10729365795850754]","[0.5300146341323853, 0.4220278859138489]","[0.4886105954647064, 0.6098666787147522]","[0.5210016369819641, 0.8079608082771301]","[0.5359973311424255, 0.10529354214668274]","[0.539173424243927, 0.21389704942703247]","[0.5239304900169373, 0.33032432198524475]"
14:42:33.560379,"[0.5374651551246643, 0.41133034229278564]","[0.5102839469909668, 0.633343517780304]","[0.5368316173553467, 0.8850818872451782]","[0.5146264433860779, 0.05522250756621361]","[0.41876962780952454, 0.084553562104702]","[0.3306540250778198, 0.08905661851167679]","[0.5258380174636841, 0.400675892829895]","[0.5009520649909973, 0.5955772399902344]","[0.52122962474823, 0.807334840297699]","[0.5352776050567627, 0.0859074592590332]","[0.4703444838523865, 0.1451541632413864]","[0.37666618824005127, 0.16408807039260864]"
14:42:33.618948,"[0.5332133769989014, 0.3960093855857849]","[0.5259978771209717, 0.633309006690979]","[0.5381997227668762, 0.8819281458854675]","[0.5149751901626587, 0.0464802160859108]","[0.41905510425567627, 0.07421459257602692]","[0.3316022455692291, 0.07822661101818085]","[0.5214557647705078, 0.3864130675792694]","[0.5116091370582581, 0.5917298197746277]","[0.5216999053955078, 0.8030828833580017]","[0.5346623659133911, 0.07462344318628311]","[0.4684450030326843, 0.12944550812244415]","[0.41261667013168335, 0.181597501039505]"
14:42:33.677858,"[0.5269225239753723, 0.40554821491241455]","[0.5351207852363586, 0.6280260682106018]","[0.5390282869338989, 0.8774182200431824]","[0.5196601152420044, 0.09141315519809723]","[0.420030802488327, 0.07081159204244614]","[0.33392465114593506, 0.07651816308498383]","[0.5118758678436279, 0.3992578685283661]","[0.521752119064331, 0.5877067446708679]","[0.5257173180580139, 0.7970935106277466]","[0.5152266025543213, 0.11455630511045456]","[0.467079222202301, 0.16838255524635315]","[0.4138917624950409, 0.22818350791931152]"
14:42:33.737426,"[0.5240427851676941, 0.3976738750934601]","[0.5314714908599854, 0.6166372895240784]","[0.538851797580719, 0.8704364895820618]","[0.5228877663612366, 0.10077700763940811]","[0.4359860122203827, 0.07837845385074615]","[0.3774173855781555, 0.08040338009595871]","[0.5055269598960876, 0.39573994278907776]","[0.5193001627922058, 0.5799096822738647]","[0.5257396101951599, 0.7923009991645813]","[0.5048996806144714, 0.1297292560338974]","[0.4723344147205353, 0.19681547582149506]","[0.4284934401512146, 0.2420293390750885]"
14:42:33.796383,"[0.5204523205757141, 0.3922020494937897]","[0.5297232866287231, 0.6122442483901978]","[0.539379358291626, 0.8714319467544556]","[0.5221012830734253, 0.07878831773996353]","[0.43238750100135803, 0.08262535184621811]","[0.3653024435043335, 0.08909698575735092]","[0.5062825679779053, 0.3949352502822876]","[0.5204833745956421, 0.58291095495224]","[0.526854395866394, 0.7846888303756714]","[0.5053993463516235, 0.1325051337480545]","[0.4365881383419037, 0.16393689811229706]","[0.35941675305366516, 0.1793040782213211]"
